Comment,Lang,Tags confirmed,Model function,Tags
"Organ damage, immune system compromised over 65yr olds",EN,checked,Health,Vulnerable people
"I phoned 1 888 COVID-19. After Q & A, hospital also check menengitis, and also if 1 calf has pain. Pain/cramp in neck. Pain in 1 knee, breathing short, quickly. copd, Mrsa, diabetes II, Bipolar II",EN,checked,Health,"Symptoms, Vulnerable people"
L’un de mes locataires reçoit des amis chez lui,FR,checked,Health,"Permissible activities, Social contact"
Peut-on faire rassemblement moins de 25 personnes,FR,checked,Health,"Permissible activities, Social contact"
How do they test for the virus and what if there is chest or related area pain,EN,checked,Health,Testing
UNE PERSONNE EXPOSER A UNE AUTRE QUI A TESTER POSOTIF UNE PER§SONNE JULIE QUI EST TESTER POSITITIF A ETE EN CONTACT DE PRES AVEC UNE AUTRE PERSONNE ALAIN IL CE SONT EMBRASSER LA QUESTION ALAIN EST ALLER DE FAIRE TESTER 2 JOURS APRES RECOIT UNE REPONSE NEGATIVE DOIT TIL ETRE EN 40 TAINE EN CAS,FR,checked,Health,Transmission
Who can visit you at home and how many,EN,checked,Health,"Permissible activities, Social contact"
How long do i leave grocery bags with food on the side not to be touched.,EN,checked,Health,Avoid infection
I was looking for a sign or notice I can print to tape on my front door so people know I am conserned on what is going on.,EN,,Health,Feedback unclear
I want biological answers to my question,EN,,Health,Feedback unclear
"YOUR PAGE MOVES TOO FAST, DOES NOT GIVE ME A CHANCE TO READ, I'M NOT A SPEED READER",EN,,Health,Feedback unclear
"je cherche des informations sur les endroits, surfaces, objets, personnes, vêtements où le virus se dépose et risque d'infecter une personne et sur leur persistance sur ces lieux où il se dépose",FR,checked,Health,"Transmission, Virus survival"
What if the air in my office is making Me sick,EN,checked,Health,Workplace
Are cold sores an indication of Covid -19 ?,EN,checked,Health,Symptoms
J’ai le covid je veux savoir combien de temps en moyenne cela prend pour guérir? Je veux également savoir après combien de temps les symptômes sont les plus graves.,FR,checked,Health,Course of illness
Is wearing nitrile gloves of benefit when shopping?,EN,checked,Health,PPE
Je veus savoir si je peus embarquer en auto ma belle sœur qui est handicapé en auto . Moi et mon mari allons être en avant et elle derrière moi avec un masque.elle s’ennuie de ses parents qui sont en résidence et eux peuvent sortir dehors avec une distance.ais je le droit,FR,checked,Health,Vulnerable people
Are there any updated on returning Canadians from abroad? What is the difference between isolation and self quarantime?,EN,checked,Health,Quarantine and isolation
to have a executive meeting how many people can be there inside.,EN,checked,Health,"Permissible activities, Meeting"
I am looking for test results,EN,checked,Health,Testing
I have a severe headache and do not get any relief with pain relievers could this be covid 19 related,EN,checked,Health,Symptoms
How to make a mask,EN,checked,Health,PPE
Information on how to reduce symptoms at home would be useful,EN,checked,Health,Treatment
What % if deaths were purely due to Covid and what % had underlying health conditions?,EN,checked,Health,Cases - deaths - recoveries
Is sneezing and itchy skin a symptom of the disease?,EN,checked,Health,Symptoms
Je voudrais savoir sa faire deux fois j’ai j’ai prestation urgence pis je pas ou faire remplir les choses à chaque mois .,FR,checked,Health,Financial support
Fever temperature for someone infected.,EN,checked,Health,Symptoms
"POur les 70 ans et plus , quelles sont les consignes?",FR,checked,Health,Vulnerable people
"J,ai mal a la gorge la meilleure recette",FR,checked,Health,Symptoms
déménagement,FR,checked,Health,"Permissible activities, Moving"
what are the symptons,EN,checked,Health,Symptoms
Tout les syndromes possible de la covid-19,FR,checked,Health,Symptoms
Je cherche les règlements concernant le coronavirus et les rassemblements,FR,checked,Health,"Permissible activities, Social contact"
enquiring about news report of red inflammation on single toe as a virus symptoms. True or false.,EN,checked,Health,Symptoms
Cette nuit je me suis réveiller et j’étais toute en sueur .ces tu un smtome.,FR,checked,Health,Symptoms
"La conjointe d'un travailleur a testé positif. Elle continue d'avoir des symptômes. Elle est finalement testé négatif. Le travailleur est en isolement pendant 14jrs à partir de quand ? A partir du test positif, des derniers symptômes ou résultat négatif ? Merci",FR,checked,Health,Quarantine and isolation
"No definition of ""prolonged exposure"". No discussion of disease transmission indoors, e.g. an office. No discussion of how the virus spreads through air currents, e.g. HVAC equipment.",EN,checked,Health,Transmission
Can I go any Bruce Trail for hiking?,EN,checked,Health,"Permissible activities, Hiking"
What temperature is considered a fever?,EN,checked,Health,Symptoms
Im picking up my daughter who is coming in from New Zealand. We live in Gibsons BC. I can not make the last ferry home so we are staying overnight in Richmond. then going home on the next day to isolate. Do I have to isolate if Im picking her up.,EN,checked,Health,Travel and immigration (to Canada / within / leaving Canada / loans / quarantine)
They are saying there are other symptoms but none are listed here,EN,checked,Health,Symptoms
Je veux savoir le nombre de personnes en regroupement en deconfinement,FR,checked,Health,"Permissible activities, Social contact"
Can you self isolate in a home with other relatives?,EN,checked,Health,Quarantine and isolation
"If sars and Mers are part of the carona virus, why was it that Canada and the rest of the world were so unprepared for it and didn’t really know how to treat it. Should China be held responsible for this ?",EN,checked,Health,Government strategy / guidance
How many people can attend a wedding?,EN,checked,Health,"Permissible activities, Wedding"
Can the family visit,EN,checked,Health,"Permissible activities, Family relationships"
"To Display is not readable and used too mush space and style for reading on a computer monitor screen, Also light blue used for text is almost imposable to photo capture on a average celpone as a camera image for later reading. Please use black.",EN,checked,Health,Design / content / virtual assistant
Can a person with covid that has a fever take fever reducing medications?,EN,checked,Health,Treatment
phone number to call covid 19 test results phone number for calls test results,EN,checked,Health,Testing
I would like to know how long symptoms of coronavirus last.,EN,checked,Health,Symptoms
Can I clean and reuse my blue work surgical mask And still be protected?,EN,checked,Health,PPE
est il normal de se faire demander de baisser notre masque lorsqu'on rentre dans un marchand (SAQ chambly) soit disant pour mesure de sécurité,FR,checked,Health,PPE
"I have not travelled outside of Canada recently, have not been in contact with a confirmed case, and have no symptoms, but I still want to be tested because I have underlying health conditions. How can I get a test? If I can’t right now, when?",EN,checked,Health,Testing
Looking for the exact non medical mask suppose to be worn,EN,checked,Health,PPE
My question is regarding transportation to church. If people had been car pooling all along prior to the lockdown can they still travel to church together as do ppl who carpool to work?,EN,checked,Health,"Permissible activities, Carpool"
Combien de temps une personne peut-elle être infectée?,FR,checked,Health,Contagious
"I was looking for the name of the virus that causes COVID-19, maybe SARS-CoV-2 ?",EN,checked,Health,Terminology
Protecting seniors from cov19,EN,checked,Health,Vulnerable people
Je veux savoir les rassemblement sont permis,FR,checked,Health,"Permissible activities, Social contact"
Test corona virus,FR,checked,Health,Testing
J'ai été très malade et je veux savoir comment on peut déterminer si c'était le covid ou non,FR,checked,Health,Testing
Le covoiturage es tu permis,EN,checked,Health,"Permissible activities, Carpool"
Runny nose has nothing to do with covid eh?,EN,checked,Health,Symptoms
"In a clothing retail facility, can the virus be passed on to a garment that someone has tried on and then passed on to the next person trying it on?",EN,checked,Health,Transmission
"Bonjour, j'ai le covid et ma période de confinement est lundi et j'ai encore des symptômes. Le rhume avec écoulement nasal. Que dois je faire si j'ai encore ce symptômes ? Passer un test ou attendre que ça passe avant de sorti?",FR,checked,Health,Quarantine and isolation
"With things opening up, can a cleaning lady come into our home? We have heart disease & one finished chemo Aug. 2019. I am worried.",EN,checked,Health,Vulnerable people
My brother lives in Muskoka and has every symptom and has been sick for a number of days. Where can he go to get tested. Lives near Gravenhurst,EN,checked,Health,Testing
seniors complex got help from grand kids over 3 days and got reminder of social distansing this is not a seniors home but an apartment complex partment,EN,checked,Health,"Permissible activities, Family relationships"
"14day quarantine,. Support,. As you can’t go public like bank or going to the store for cleaning supplies",EN,checked,Health,Quarantine and isolation
"going to Nb for the day, do I need to self isolate",EN,checked,Health,Travel within Canada
J'aimerais savoir si je peux allé au chalet de mon partenaire de pêche et si on peux covoituré pour s'y rendre ?,FR,checked,Health,"Permissible activities, Camping"
Besoin de savoir pour les promenades en motos ce qui est permis ou non Nombre de motos ensemble,FR,checked,Health,"Permissible activities, Motorcycle riding with others"
List of symptoms,EN,checked,Health,Symptoms
5 days after being exposed to virus you get sick?,EN,checked,Health,Course of illness
Comment je peux me soyeux Du covid 19?,FR,checked,Health,Treatment
"Can I get Virus from a person who had it, officially diagnosed. But has beat it. Has been symptom free for 4 days. But his last test, 4 days ago was still positive?",EN,checked,Health,Contagious
"J'ai une employée en nouvelle-écosse dont le conjoint reviendra lundi 18 mai de la colombie-britannique. Doit-il être placé en quarantaine ? Si oui, et qu'ils vivent ensemble et ne peuvent pas pratiquer l'isolement, devrait-elle venir au travail ?",FR,checked,Health,Quarantine and isolation
staying home from work to protect aged father. need to talk to someone,EN,checked,Health,Workplace
Can I carpool to work as an essential healthcare worker? Need more clarification. Thanks,EN,checked,Health,"Permissible activities, Carpool"
Je veux rembourser du pcu que j’ai reçu en trop car recommencer à travailler temps plein,FR,checked,Health,Financial support
Can we visit with others yet?,EN,checked,Health,"Permissible activities, Social contact"
"Confusing use of Quarantine, or self isolating versus the more restrictive Isolating per this website. Quarantine should be the more restrictive situation and mean total isolation. That aside, under self isolating can one eat with their family? Something as simple as that is missing on this website.",EN,checked,Health,Quarantine and isolation
Combien de temps une personne peut elle être infectée?,FR,checked,Health,Contagious
"I want to know what the symptoms can be, not vague symptoms 'like a flu or cold"" - insufficient information",EN,checked,Health,Symptoms
Bloodclots,EN,checked,Health,Symptoms
Do I have to change my clothes and shoes when I come home?,EN,checked,Health,Transmission
"I'm 69 years old and husband 73, we HAD a housekeeper before Covid19, now my husband wants her to be able to come clean for us again. Our immune systems are compromised so I'm not sure if this would be allowed",EN,checked,Health,Vulnerable people
mesure de désinfection pour l'ouverture des garderies,FR,checked,Health,Cleaning
Please don't wait for symptoms of breathing. Early intervention can save your ventilators and the bonus for the CEO's,EN,checked,Health,Treatment
I have a friend that her child has been living with her father for the last 2 months during this pandemic and now the child is with her mother. Can the mother take her out visiting to her friends house or does the child have to isolate. The child is coming from a high case city,EN,checked,Health,Quarantine and isolation
Looking for lots of all suspected side effects of covi19,EN,checked,Health,Symptoms
How long does the virus stay on surfaces?,EN,checked,Health,Virus survival
"I need to find a place for my family member to self isolate, he is returning from two month at Russia through Frankfort.",EN,checked,Health,Travel and immigration (to Canada / within / leaving Canada / loans / quarantine)
"Hier aux questions réponses de TVA nouvelles vers 20 h Dr.Laurie Robichaud il expliquait la différence entre positif et détecté lors du résultat . Pourrais je avoir le reportage svp, Merci",FR,checked,Health,Testing
"Information is too brief, lacks detail",EN,checked,Health,Symptoms
i would like to know what is opening and when,EN,checked,Health,Reopening
Est-ce une bonne idée de porter des gants?,FR,checked,Health,PPE
Definition of Close Contact,EN,checked,Health,"Terminology, Close contact"
Is it true that wearing mask is now a law?,EN,checked,Health,PPE
Seniors covid19 that the Priemier annouced last Tuesday? how to appy for it?,EN,checked,Health,"Financial support, Vulnerable people"
"I returned to work last week and symptoms occurred after work on Saturday , took test and self isolation for 9days until results,wondering about benefits for the week in isolation",EN,checked,Health,Workplace
Can I go out to hang out with my boyfriend?,EN,checked,Health,"Permissible activities, Family relationships"
exactement sur quelle surface (carton plastique....) survit le virus combien de jours,FR,checked,Health,Virus survival
si j'amene une personne qui est assise en arriere de ma voiture coté droit pour un rendez-vous médicale suis je légal,FR,checked,Health,"Permissible activities, Medical appointment"
I want to know where the tests of the covid 19 are carried out,EN,checked,Health,Testing
J ai 64 ans j ai 3 stands pour les artères bloqué je prends des médicaments pour le coeur et pour le diabète j ai déjà eu un cancers de la vessie je fait du service a domicile est ce que je devrait cesser ce travail je crains pour ma santé,FR,checked,Health,Workplace
Can you have symptoms that come and go.,EN,checked,Health,Symptoms
"Can 5 sisters, who do not reside in the same residence have a sleep over?",EN,checked,Health,"Permissible activities, Social contact"
Je voudais porter une visiere dental acheter sur internet au lieu du masque est ce aussi efficace,FR,checked,Health,PPE
"Can I take a family member not living with me, shopping when needed?",EN,checked,Health,"Permissible activities, Shopping with other people"
Je travaille construction le virus peut-il enter par une coupures mêmes légères,FR,checked,Health,Workplace
"how do you treat Covid 19 related symptoms?e.g. what cough medication to use, for diarrhea is it OK to use anti-motility agent or just electrolyte replacement, etc.",EN,checked,Health,"Treatment, Treating at home"
Quoi faire si on a le corona virus,FR,checked,Health,Treatment
"Moi je voulais savoir si je pouvais faire une demande peu urgence,car moi quand il ont donner aux gens qui travaillait moi j'ai rien reçu car j'était arrete travail cause chururgie mais j'étais supposé de retourner aux travail le 30 mars mais vue la covid19",FR,checked,Health,Financial support
I need to know if someone who’s been in contact with someone who travelled has to self isolate,EN,checked,Health,Quarantine and isolation
"They did not say what ""specific"" symptoms to watch for.",EN,checked,Health,Symptoms
Bonjour J'ai mon père de 91 ans qui c'est présenté à l’hôpital pour traitement maladie aucun rapport au covid il est rester à l’hôpital environ 5 hrs et il l'on remis en 14 jours confinement. Il venais juste de pouvoir sortir. Je trouve cette situation anormale il est en grosse dépression.,FR,checked,Health,Quarantine and isolation
"Après 14jours pas guérit, que faire ?",FR,checked,Health,Course of illness
Isolation place,EN,checked,Health,Quarantine and isolation
I’m sick but haven’t been tested. I have self isolated since day one as I have an underlying lung condition. If I’m already staying home and out of contact do I just wait and hope to feel better or is there something else I should be doing?,EN,checked,Health,Treatment
bonjour si je demeure avec ma mère de 73 ans et que je travail dans le commerce de détail doit-je y retourné ou non ?,FR,checked,Health,Workplace
"you should not put title ""treating"", since you provide zero information about it",EN,checked,Health,Treatment
"Our daughter lives in her home but wants to come to our home for an overnight stay, is this allowed",EN,checked,Health,"Permissible activities, Social contact"
That’s a very incomplete list of possible symptoms.,EN,checked,Health,Symptoms
All the symptoms,EN,checked,Health,Symptoms
"I have heard that wearing a mask in public is now mandatory, is this information correct?",EN,checked,Health,PPE
"J'ai besoin de ma famille pour déménagé, combien de personnes puis-je prendre",FR,checked,Health,"Permissible activities, Moving"
I was looking for a clear list of necessary precautions to take to avoid infection,EN,checked,Health,Avoid infection
Combien de jours Peut durer les symptômes?,FR,checked,Health,Course of illness
Est ce que quelqu'un qui a eu le COVID-19 et qu'il est guéri peut l'attraper de nouveau? peut-il le transmettre si en contacte de nouveau avec le virus?,FR,checked,Health,Immunity
If my employer is making it mandatory to wear a mask and have a health condition requiring me not to is this illegal?,EN,checked,Health,PPE
What are symptoms of the virus,EN,checked,Health,Symptoms
whay does a carona virus do to a human body?,EN,checked,Health,Course of illness
How many cases of coronavirus in Toronto as may 13,EN,checked,Health,Cases - deaths - recoveries
Other website have stated that if you develop a rash it could be considered a symptom. What kind of rash?,EN,checked,Health,Symptoms
I think I have corona,EN,,Health,Feedback unclear
Je veux savoir les premiers symptômes,FR,checked,Health,Symptoms
C'est quand les vétérinaire vont ouvrir leurs cliniques pour les vaccins pour les griffes et autres soins. La comme c'est là il sont ouverts pour les soins urgent,FR,checked,Health,Workplace
Question: When does a person who has COVID LOOSE THE ABILITY TO INFECT OTHERS? is it 10 days after onset of symptoms? Is it after all symptoms are gone and they are well? or do they continue to infect others for a long period of time?,EN,checked,Health,Contagious
Article scientifique sur le covid 19,FR,,Health,Feedback unclear
Médicaments de soulagemente,FR,checked,Health,Treatment
When do you know you are free from the virus..have had a positive negative then 2 days after positive test self isolation for 14 days before 1st positive started April 3 and have had no contact except for testing at hospital ..still in isolation.,EN,checked,Health,Quarantine and isolation
Will cpp disability pensioners recieve money for emergency response,EN,checked,Health,Financial support
What is the treatment in the hospital?,EN,checked,Health,Treatment
If I put a petition in my golf cart can I have a rider,EN,checked,Health,"Permissible activities, Golf"
"If the vaccine is based on a live culture, some people will not be able to use it due to an allergic reaction. What should these people do?",EN,checked,Health,"Vaccine, Allergic reaction"
ou m inscrire por aider au personel,FR,,Health,Feedback unclear
"que fait on exactement pour être prise en charge en arrivant a l’aéroport, ne peux aller ou je vis, personnes plus de 65 ans.",FR,checked,Health,Travel and immigration (to Canada / within / leaving Canada / loans / quarantine)
Can u tell me what coronavirus is,EN,checked,Health,What is covid
What are the regulations for travelling to and from Provinces.,EN,checked,Health,Travel within Canada
Treatment for hospital covid 19,EN,checked,Health,Treatment
Quelle est le tratament,FR,checked,Health,Treatment
want to make contact with grandchildren,EN,checked,Health,"Permissible activities, Family relationships"
Test sérologique,FR,checked,Health,Testing
what are the complications for adults,EN,checked,Health,Symptoms
Where can I find out my test results,EN,checked,Health,Testing
Symptoms all Conjunctivitis,EN,checked,Health,Symptoms
Help for people with disabilities,EN,checked,Health,Vulnerable people
Is there any emergency benefit for cpp disability pensioners,EN,checked,Health,Financial support
"D'où vient le nom ""COVID-19""",FR,checked,Health,What is covid
"My brother and I live with our 84yr old mother. Mom is in the high-risk group due to existing health issues like diabetes. Our sister lives outside our home and insists on visiting even though we have expressly asked her not to. Mom lets her visit because ""she's not sick"". How do we stop her?",EN,checked,Health,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
What is covid 19,EN,checked,Health,What is covid
trying to find out if I am under a quarantine order,EN,checked,Health,Quarantine and isolation
New cases in ontario,EN,checked,Health,Cases - deaths - recoveries
"I have a general feeling of malaise - nausea, gas, bloating, cough which is normal due to hiatus hernia, difficulty breathing which is normal due to asthma & allergies",EN,checked,Health,Symptoms
can my son come to my house,EN,checked,Health,"Permissible activities, Family relationships"
The claim form (number 3) ????,EN,,Health,Feedback unclear
Ou passer un test du covid-19,FR,checked,Health,Testing
"Ma conjointe (62) recevra 4 petit enfants plus 2 d'autres familles) pour faire les leçons, est-ce risqué de contacté le virus ou simplement proscrit?",FR,checked,Health,"Permissible activities, Looking after grand children"
What is the percentage of positive COVID cases that have been determined to be asymptomatic?,EN,checked,Health,Cases - deaths - recoveries
"I can smell a smokers smoke from over 20 feet away. Covid does not smell but travels in the air. Can I breathe in the virus from 20 feet away and if so, what kink of a mask should I were to prevent myself from getting covid.",EN,checked,Health,Transmission
Who qualifies for the senior package for covid 19,EN,checked,Health,Financial support
Délai pour symptômes après avoir reçu des gouttelettes,FR,checked,Health,Symptoms
Can 5 people talk to each other outside while maintaining social distancing?,EN,checked,Health,"Permissible activities, Social contact"
Seasonal camping in Nova Scotia. Is it acceptable to travel 2 hours to get to seasonal lot just for the weekend,EN,checked,Health,"Permissible activities, Camping"
Is there and cure for the corona? just wondering hope you have a great day,EN,checked,Health,"Vaccine, Cure"
Sera-t-il permis à un home de 80 ans de jouer au golf à partit du 20 mai?,FR,checked,Health,"Permissible activities, Golf"
Been in isolation for 2 months is it all right to go out. Am 83 yrs. Old average health..,EN,checked,Health,Vulnerable people
I'm trying to find out if I should wear gloves to the grocery or drug store.,EN,checked,Health,PPE
What is the process for someone requested to come back to site after being off since the start of the essential personel only,EN,checked,Health,Workplace
douleur et diaree,FR,checked,Health,Symptoms
Aucun symptôme mais j aimerais passer le test pour être plus sur,FR,checked,Health,Testing
"Comment peut-on avoir la Covid-29 si pas de température , juste maux de gorge et?",FR,checked,Health,Symptoms
Lieu où je peux me rendre pour vérifier si je suis atteint,FR,checked,Health,Testing
Moi je vois ma fille depuis le debut de la covid 19 avec ses enfantset des fois je cuche chez eux.Je reste ds une cooperative de 55ans et plus.Hier on me dit que si je couche chez ma fille je dois me mettre en quanrentaine je pourrais plus sortir pour faire mon lavage et ni mettre mes vidanges pend,FR,checked,Health,"Permissible activities, Family relationships"
Que doit-on faire après la quarantaine. Peut-on sortir de la chambre. ON n'a aucun symptôme. Comment doit-on vivre à la maison. Trois personnes chez moi sont testée positive et je suis le seul à ne pas passer le test et je n'ai aucun symptôme,FR,checked,Health,Quarantine and isolation
admissibilité PCUE,FR,checked,Health,Financial support
"I was looking for info about how long a person is contagious after having contracted COVID-19. Many people they are no longer at risk after having the anti-bodies, but what about infecting other people? Can you catch the virus again if it has mutated?",EN,checked,Health,Contagious
Does corvid19 always start in the nasal passage and is that why they swab the nose,EN,checked,Health,Course of illness
If you quarantine for 14 days but still have symptoms at the end of 14 days how long do you continue to quarantine?,EN,checked,Health,Quarantine and isolation
Is there responses for people who have underlying conditions who's partners are front line workers?,EN,checked,Health,Vulnerable people
"Si je suis atteinte et que j’habite seule avec mon fils, comment puis- je évite de le contaminer tout en continuant repas, ménage...",FR,checked,Health,"Treatment, Treating at home"
who can travel together in a car?,EN,checked,Health,"Permissible activities, Carpool"
Ou passer teste de dépistage,FR,checked,Health,Testing
"My sister has tested positive and works at long term care. She has followed all the proper guide lines. She has tester fore more time and is still positive. They have called her to say her case is closed. She has not seen her test and is scared to go back to work, she is scared that she can spread",EN,checked,Health,Workplace
"I was looking for info about how long a person is contagious after having contracted COVID-19. Many people they are no longer at risk after having the anti-bodies, but what about infecting other people? Can you catch the virus again if it has mutated?",EN,checked,Health,Virus mutation
J’aimerais savoir si le fait de mettre de la crème hydratante après les nombreux lavages de main constitue une pellicule sur les mains qui peux faire en sorte d’attraper plus facilement le virus,FR,checked,Health,Avoid infection
"You need to update your symptom list like Alberta’s and pneumonia is not a symptom, but a diagnosis or condition.",EN,checked,Health,Symptoms
Question??? Est-ce qu’un employeur a le droit de me rappeler pour entrer au travail si j’ai 70 ans Merci,FR,checked,Health,Workplace
I need to know if my employer has the right to hide the name of an infected coworker.,EN,checked,Health,Workplace
Est ce que 2 conjoints qui vivent séparément peuvent se voir ? Mon fils et sa compine respecte le.confinement maisnils on hâte de se voir est ce que c est accepté poir les relations de longue date pour des personnes qui ont respecté le confinement,FR,checked,Health,"Permissible activities, Family relationships"
what treatment should be used to treat the coronavirus in patient recovering at home? Is there anything in particular,EN,checked,Health,Treatment
airborne virus,EN,checked,Health,Transmission
I was looking for my results from corn-19 testing done over a week ago..Catherine may baptie,EN,checked,Health,Testing
all symptoms of coronavirus,EN,checked,Health,Symptoms
How long does the coronavirus life on coin?,EN,checked,Health,Virus survival
"After testing positive and remaining in self-isolation for 14 days, should a second test be done before the individual is allowed back at the workplace if they are an essential worker?",EN,checked,Health,Workplace
What temperature in Fahrenheit should I be concerned that it could be covid 19,EN,checked,Health,Symptoms
Elderly,EN,checked,Health,Vulnerable people
how does a covid sick person manage the disease?????,EN,checked,Health,Treatment
I want to know if I have to take any extra precautions if I want to make a home-cooked meal for a front line worker,EN,checked,Health,Avoid infection
"Bonjour , j'ai un employé qui doit aller avec son pere et son frere a montreal pour déménager les biens de la résidence pour ainés ou demeurait sa grand mere qui est décédée....quelles sont les précautions a prendre en tant qu'employeur et dois je obtenir certaines informations de sa part ....",FR,checked,Health,Workplace
I got the payment for CERB in April but not this May,EN,checked,Health,Financial support
I was looking for the stages and there not here,EN,checked,Health,Course of illness
mor symptoms not anof clear,EN,checked,Health,Symptoms
"I was looking for things to do IF you get/have the virus....you know, bed rest, drink fluids etc",EN,checked,Health,"Treatment, Treating at home"
students financial support,EN,checked,Health,Financial support
"Once you are tested, how long do you need to wait for results and if NOT infected, can you be with loved ones (who are also NOT infected) the next day?",EN,checked,Health,Testing
If the nasal test is taken today when will I know the results?,EN,checked,Health,Testing
"I was tested and diagnosed with covid 19 in March and now I have recovered. I am abroad and will need to travel back to Canada, what are the procedures for this situation?",EN,checked,Health,Travel and immigration (to Canada / within / leaving Canada / loans / quarantine)
"Head to toe sandpaper rash, stomach ache, fatigued. No fever initially, then low grade fever. 7 years old.",EN,checked,Health,Symptoms
Just want to know when people can see their grandchildren,EN,checked,Health,"Permissible activities, Social contact"
ou aller pour tester pour le covid,FR,checked,Health,Testing
Its pretty good.,EN,,Health,Feedback unclear
combien de test négatif est nécessaire pour être certain d'être négatif apres le civid-19,FR,checked,Health,Testing
J'ai droit à agence du revenu de canada a 500.00 . Car je suis à risque je suis asthmatique et m poc . J'ai besoin de savoir si jai besoin d une cessation d emploi . Si oui quest que mon employeur doit écrire sur ma cessation. J'ai mon papier de médecin en main,FR,checked,Health,Financial support
Mon larron ma retirer du travail pour symptôme de gripe. Jai téléphoner pour savoir quoi fair. Et jatyend toujours un retour dapelle. Esse que je va travailler demain meme si jai las de nouvelle?????,FR,checked,Health,Workplace
Je voudrais savoir quel site je dois visiter pour savoir si les frontières sont ouvertes pour l'Espagne & France aux voyageurs internationaux,FR,checked,Health,Travel and immigration (to Canada / within / leaving Canada / loans / quarantine)
We have wedding event on June 26. I know 50 persons are allowed in gathering but how it will work ? I need detail. Also outside catering is allowed or not...,EN,checked,Health,"Permissible activities, Wedding"
Does this start slowly in lungs producing small changes over time?,EN,checked,Health,Course of illness
ou puis-je aller pour passer le test?,FR,checked,Health,Testing
When I can return back to work after get covid test negative?,EN,checked,Health,Workplace
"Après avoir passé un test négatif au Covid 19, est ce que je dois être quand même en quarantaine pour 14 jours?",FR,checked,Health,Quarantine and isolation
I know if someone not isolating and he just got back from equador less than a wk ago. What should I do?,EN,checked,Health,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
Temperatures are not listed on the symptoms section?,EN,checked,Health,Symptoms
what is the medical advice for canadians diagnosed with covid? is the use of ice the counter medications to treat symptoms reconsider?,EN,checked,Health,"Treatment, Treating at home"
Faut il avoir tout les symptomes pour etre atteint du covid 19,FR,checked,Health,Symptoms
I have a roommate that is showing signs,EN,checked,Health,Transmission
Temperature consider a fever,EN,checked,Health,Symptoms
I got the CERB payment in April but not this May,EN,checked,Health,Financial support
What can I do to treat myself with covid,EN,checked,Health,Treatment
loose stools,EN,checked,Health,Symptoms
"Où, comment puis-je obtenir réponse à une question très précise : Le Coronavirus peut-il se transmettre sexuellement lors de : - baisers - cunnilingus - fellation par exemple... ?",FR,checked,Health,Transmission
What about paperwork that is passed from a traveler to another who is expected to handle the paperwork plus touching pen and keyboard.,EN,checked,Health,Transmission
how do asymtomatic people spread covid 19,EN,checked,Health,Transmission
"Can COVID-19 be contracted twice? If you have symptoms and test positive, isolate for 14 days and then begin living with people again, can you contract COVID-19 from someone else a second time?",EN,checked,Health,Immunity
I want to send masks to Canada from Turkey. But I need more details regarding your standards. I've seen the American flag on some standards and need the spec for it. Can you help?,EN,checked,Health,PPE
je veux parler à quelqu'un,FR,checked,Health,Contact someone / get address
Looking for return to work guidelines,EN,checked,Health,Workplace
"Où puis-je aller pour un test de dépistage, je demeure à Ville St-Laurent.",FR,checked,Health,Testing
Peut-on embarquer en auto avec une personne qui n'habite pas à la même adresse pour aller faire l'épicerie...???,FR,checked,Health,"Permissible activities, Carpool"
Mucus type of a caugh,EN,checked,Health,Symptoms
In a retirement home during isolation (no sickness) do 2 close friends allowed to be together,EN,checked,Health,"Permissible activities, Social contact"
"If you become ill with just a normal flu, Does the 14 day precaution isolation period begin after you are symptom free?",EN,checked,Health,Quarantine and isolation
Je suis de Québec est ce que je peux aller visiter mon frère à terrebonne pour2 jours,FR,checked,Health,"Permissible activities, Social contact"
Looking for a progression of symptoms leading up to full blown covid,EN,checked,Health,Symptoms
I am trying to get the results of my coved-19 test done last week! Neither the Health Unit or I can find the link to results!! I have tried coved-19.ontario.ca and there is NOT a spot there!! Can you please help,EN,checked,Health,Testing
Do we need to be concerned with people dropping light cigarette butts over their balcony and it falling onto our patio,EN,checked,Health,Transmission
Antibiotics,EN,checked,Health,"Treatment, Antibiotics"
Who to contact to report breaking isolation rules,EN,checked,Health,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
Est-ce que les masques n-95 peuvent nous protéger des virus?,FR,checked,Health,PPE
Il me semble que les aînés pouvaient aller garder leurs petits enfants. Je crois avoir entendu cela. Pouvez vous confirmer,FR,checked,Health,"Permissible activities, Looking after grand children"
"Ont as ete malade a la mie fevrier, ma conjointe a ete voire son medecin et lui as dit qu'elle avait une pneumonie et moi tomber malade le 15 fevrier (ce qui semblais une grippe) partie en Republique Dominican le dimanche et la bas jai eu une fievre et meme perdus le sens du gouter pour un jour ou 2",FR,checked,Health,Symptoms
J'aimerais savoir s'il est possible de faire du co-voiturage d'une durée de 1h30 environ,FR,checked,Health,"Permissible activities, Carpool"
Can I mow the lawn and do gardening? Can I finish my basement?,EN,checked,Health,"gardening, Permissible activities"
retour au travail,FR,checked,Health,Workplace
Symptoms if I might have Covid-19! I have low immune system as well as heart problems.,EN,checked,Health,Symptoms
how long does Covid-19 last on cardboard?,EN,checked,Health,Virus survival
